9.598000000000000753e+00,4.523023999999999621e-03,8.844292999999999665e+03
9.599000000000000199e+00,4.513925999999999703e-03,8.831896000000000640e+03
9.599999999999999645e+00,4.513925999999999703e-03,8.833343999999999141e+03
9.601000000000000867e+00,4.504674000000000178e-03,8.819478999999999360e+03
9.602000000000000313e+00,4.504674000000000178e-03,8.820747999999999593e+03
9.602999999999999758e+00,4.495823000000000354e-03,8.808224000000000160e+03
9.603999999999999204e+00,4.495823000000000354e-03,8.809439000000000306e+03
9.605000000000000426e+00,4.487261999999999675e-03,8.797049999999999272e+03
9.605999999999999872e+00,4.487261999999999675e-03,8.797645000000000437e+03
9.606999999999999318e+00,4.478414000000000006e-03,8.784594999999999345e+03
9.608000000000000540e+00,4.478414000000000006e-03,8.785592000000000553e+03
9.608999999999999986e+00,4.469947999999999630e-03,8.773485000000000582e+03
9.610001000000000460e+00,4.469947999999999630e-03,8.774282999999999447e+03
9.611000000000000654e+00,4.461798999999999800e-03,8.761645000000000437e+03
9.612000000000000099e+00,4.461798999999999800e-03,8.762233000000000175e+03
9.612999999999999545e+00,4.453600000000000267e-03,8.750606999999999971e+03
9.614000000000000767e+00,4.453600000000000267e-03,8.751193999999999505e+03
9.615000000000000213e+00,4.445700999999999820e-03,8.738941999999999098e+03
9.615999999999999659e+00,4.445700999999999820e-03,8.739242000000000189e+03
9.617001000000000133e+00,4.437917000000000424e-03,8.727315000000000509e+03
9.618000000000000327e+00,4.437917000000000424e-03,8.727808000000000902e+03
9.618999999999999773e+00,4.430214000000000027e-03,8.715088999999999942e+03
9.619999999999999218e+00,4.430214000000000027e-03,8.715468000000000757e+03
9.621000000000000441e+00,4.422477999999999652e-03,8.703254999999999200e+03
9.621999999999999886e+00,4.422477999999999652e-03,8.704306000000000495e+03
9.622999999999999332e+00,4.414877000000000211e-03,8.691690000000000509e+03
9.624000999999999806e+00,4.414877000000000211e-03,8.692127000000000407e+03
9.625000000000000000e+00,4.407434000000000004e-03,8.680584000000000742e+03
9.625999999999999446e+00,4.407434000000000004e-03,8.681100000000000364e+03
9.627000000000000668e+00,4.400280000000000337e-03,8.669085999999999331e+03
9.628000000000000114e+00,4.400280000000000337e-03,8.669686999999999898e+03
9.628999999999999559e+00,4.393084999999999699e-03,8.657540000000000873e+03
9.630000000000000782e+00,4.393084999999999699e-03,8.658099000000000160e+03
9.631000999999999479e+00,4.386026000000000334e-03,8.645881999999999607e+03
9.631999999999999673e+00,4.386026000000000334e-03,8.646431000000000495e+03
9.632999999999999119e+00,4.379011999999999835e-03,8.634048000000000684e+03
9.634000000000000341e+00,4.379011999999999835e-03,8.634476000000000568e+03
9.634999999999999787e+00,4.372074999999999573e-03,8.622548000000000684e+03
9.635999999999999233e+00,4.372074999999999573e-03,8.623028000000000247e+03
9.637000000000000455e+00,4.365382999999999590e-03,8.611033999999999651e+03
9.637999999999999901e+00,4.365382999999999590e-03,8.611647000000000844e+03
9.638999999999999346e+00,4.358779000000000126e-03,8.599663000000000466e+03
9.640000000000000568e+00,4.358779000000000126e-03,8.600442999999999302e+03
9.641000000000000014e+00,4.352393999999999881e-03,8.588897000000000844e+03
9.641999999999999460e+00,4.352393999999999881e-03,8.589355999999999767e+03
9.643000000000000682e+00,4.346059000000000207e-03,8.577407999999999447e+03
9.644000000000000128e+00,4.346059000000000207e-03,8.577629999999999200e+03
9.644999999999999574e+00,4.339670999999999806e-03,8.566368000000000393e+03
9.646000000000000796e+00,4.339670999999999806e-03,8.566427999999999884e+03
9.647000000000000242e+00,4.333443000000000191e-03,8.553959999999999127e+03
9.647999999999999687e+00,4.333443000000000191e-03,8.554471999999999753e+03
9.648999999999999133e+00,4.327550999999999794e-03,8.542861999999999171e+03
9.650000000000000355e+00,4.327550999999999794e-03,8.543525999999999840e+03
9.650999999999999801e+00,4.321575999999999716e-03,8.531774999999999636e+03
9.651999999999999247e+00,4.321575999999999716e-03,8.532045000000000073e+03
9.653000000000000469e+00,4.315814999999999756e-03,8.520594999999999345e+03
9.653999999999999915e+00,4.315814999999999756e-03,8.520959999999999127e+03
9.654999999999999361e+00,4.310213999999999712e-03,8.509871999999999389e+03
9.656000000000000583e+00,4.310213999999999712e-03,8.510297000000000480e+03
9.657000000000000028e+00,4.304683000000000120e-03,8.499181000000000495e+03
9.657999999999999474e+00,4.304683000000000120e-03,8.499114999999999782e+03
9.659000000000000696e+00,4.299327999999999830e-03,8.487679000000000087e+03
9.660000000000000142e+00,4.299327999999999830e-03,8.487719999999999345e+03
9.660999999999999588e+00,4.294438999999999722e-03,8.476989999999999782e+03
9.662000000000000810e+00,4.294438999999999722e-03,8.477004999999999200e+03
9.663000000000000256e+00,4.290541999999999620e-03,8.466474000000000160e+03
9.663999999999999702e+00,4.290541999999999620e-03,8.466950000000000728e+03
9.664999999999999147e+00,4.288156000000000433e-03,8.457269000000000233e+03
9.666000000000000369e+00,4.288156000000000433e-03,8.458978999999999360e+03
9.666999999999999815e+00,4.287540000000000275e-03,8.450402000000000044e+03
9.667999999999999261e+00,4.287540000000000275e-03,8.451256999999999607e+03
