4.366952000000000389e+00,3.247454999999999981e+00,6.555982600000000105e+01,6.548870800000000258e+01,6.517846699999999771e+01,1.119496999999999964e+00
4.363925000000000054e+00,3.243380999999999847e+00,6.551740999999999815e+01,6.561931599999999776e+01,6.516475699999999449e+01,1.120543000000000067e+00
4.360218999999999845e+00,3.238719000000000126e+00,6.547505800000000420e+01,6.557689700000000244e+01,6.511550900000000297e+01,1.121499999999999941e+00
4.355768000000000306e+00,3.234039999999999804e+00,6.543287800000000232e+01,6.570818300000000534e+01,6.534207899999999825e+01,1.121728000000000058e+00
4.348402000000000100e+00,3.233341999999999938e+00,6.539069399999999632e+01,6.540557099999999480e+01,6.508393900000000087e+01,1.115059999999999940e+00
4.343570999999999849e+00,3.232104000000000088e+00,6.534830499999999631e+01,6.549921399999999494e+01,6.502309400000000039e+01,1.111466999999999983e+00
4.338154000000000288e+00,3.229438000000000031e+00,6.530564400000000091e+01,6.531874100000000283e+01,6.495611599999999441e+01,1.108716000000000035e+00
4.334706999999999866e+00,3.226191000000000031e+00,6.526288200000000472e+01,6.542318000000000211e+01,6.492494999999999550e+01,1.108516000000000057e+00
4.329527999999999821e+00,3.222574999999999967e+00,6.522010699999999872e+01,6.541648899999999855e+01,6.495201099999999883e+01,1.106953000000000076e+00
4.322994999999999699e+00,3.219899999999999984e+00,6.517729199999999423e+01,6.536629499999999382e+01,6.497479199999999366e+01,1.103094999999999937e+00
4.316605000000000025e+00,3.218402000000000207e+00,6.513429499999999450e+01,6.504496799999999723e+01,6.472899599999999509e+01,1.098203000000000040e+00
4.314873999999999654e+00,3.214920999999999918e+00,6.509115699999999549e+01,6.525767500000000609e+01,6.481227900000000375e+01,1.099952999999999959e+00
4.310264000000000095e+00,3.212572999999999901e+00,6.504799900000000434e+01,6.532956699999999728e+01,6.481442300000000500e+01,1.097690999999999972e+00
4.302815999999999974e+00,3.210860999999999965e+00,6.500479400000000396e+01,6.496782699999999977e+01,6.461652399999999830e+01,1.091955000000000009e+00
4.299643999999999799e+00,3.207594999999999974e+00,6.496142700000000048e+01,6.511139699999999664e+01,6.466092700000000093e+01,1.092049000000000047e+00
4.294764999999999944e+00,3.205064000000000135e+00,6.491795700000000124e+01,6.516190299999999525e+01,6.466297900000000709e+01,1.089701000000000031e+00
4.288053999999999810e+00,3.202970999999999790e+00,6.487441300000000410e+01,6.485686499999999910e+01,6.451685299999999756e+01,1.085082000000000102e+00
4.285036999999999985e+00,3.200047999999999782e+00,6.483074200000000076e+01,6.498056800000000521e+01,6.452032499999999970e+01,1.084989999999999899e+00
4.280376999999999654e+00,3.197544000000000164e+00,6.478699799999999698e+01,6.502668799999999294e+01,6.452468100000000106e+01,1.082832999999999934e+00
4.274020000000000152e+00,3.195342999999999822e+00,6.474319199999999341e+01,6.474112700000000586e+01,6.440161899999999662e+01,1.078675999999999968e+00
4.271041000000000309e+00,3.192636999999999947e+00,6.469927800000000673e+01,6.484557300000000168e+01,6.435319499999999948e+01,1.078403999999999918e+00
4.266656000000000226e+00,3.189583999999999975e+00,6.465531500000000165e+01,6.488874099999999601e+01,6.440392300000000603e+01,1.077072000000000029e+00
4.260730999999999824e+00,3.187298000000000187e+00,6.461132700000000284e+01,6.488308700000000329e+01,6.439273099999999772e+01,1.073433999999999999e+00
4.253834000000000337e+00,3.185576000000000185e+00,6.456716799999999523e+01,6.446843699999999444e+01,6.418096199999999385e+01,1.068257999999999930e+00
4.252361999999999753e+00,3.182728000000000002e+00,6.452285799999999938e+01,6.455275000000000318e+01,6.414057200000000591e+01,1.069633999999999974e+00
4.251877999999999602e+00,3.178465999999999791e+00,6.447863900000000115e+01,6.476168800000000658e+01,6.437838700000000358e+01,1.073412000000000033e+00
4.246634000000000242e+00,3.178551000000000126e+00,6.443458800000000508e+01,6.453504200000000424e+01,6.404429600000000278e+01,1.068082999999999894e+00
4.242132999999999932e+00,3.176304000000000016e+00,6.439051299999999856e+01,6.456247700000000123e+01,6.404904200000000003e+01,1.065828999999999915e+00
4.237556999999999796e+00,3.172902000000000111e+00,6.434628800000000126e+01,6.454733299999999474e+01,6.403215799999999547e+01,1.064654999999999907e+00
4.232910999999999646e+00,3.168969999999999843e+00,6.430204999999999416e+01,6.454426599999999326e+01,6.402913700000000574e+01,1.063941999999999943e+00
4.227767000000000053e+00,3.165232000000000046e+00,6.425783099999999592e+01,6.443662999999999386e+01,6.406964899999999830e+01,1.062535000000000007e+00
4.223855000000000359e+00,3.163031999999999844e+00,6.421361199999999769e+01,6.419783800000000440e+01,6.398589299999999724e+01,1.060823000000000071e+00
4.222758999999999929e+00,3.162478000000000122e+00,6.416938799999999787e+01,6.429944600000000321e+01,6.388302600000000098e+01,1.060281999999999947e+00
4.220996000000000414e+00,3.160810000000000120e+00,6.412520299999999907e+01,6.426777599999999779e+01,6.382401300000000077e+01,1.060186000000000073e+00
4.217811000000000199e+00,3.159047000000000160e+00,6.408107499999999845e+01,6.433139799999999298e+01,6.381068799999999896e+01,1.058764000000000038e+00
4.212670000000000137e+00,3.156986999999999988e+00,6.403693400000000224e+01,6.410031899999999894e+01,6.371814700000000187e+01,1.055682000000000009e+00
4.209792000000000201e+00,3.154530999999999974e+00,6.399274199999999979e+01,6.417522400000000005e+01,6.367324800000000096e+01,1.055261000000000005e+00
4.205928000000000111e+00,3.151543000000000205e+00,6.394853599999999716e+01,6.416961700000000235e+01,6.370015000000000072e+01,1.054384999999999906e+00
4.201518000000000086e+00,3.148970999999999965e+00,6.390435399999999788e+01,6.414476799999999912e+01,6.367513999999999896e+01,1.052546999999999899e+00
4.196918000000000148e+00,3.146590000000000220e+00,6.386014200000000329e+01,6.411241099999999449e+01,6.364295599999999808e+01,1.050327999999999928e+00
4.192307999999999701e+00,3.144284999999999997e+00,6.381585700000000116e+01,6.407456200000000024e+01,6.360569799999999674e+01,1.048022999999999927e+00
4.187783999999999729e+00,3.141999000000000208e+00,6.377148600000000300e+01,6.403328700000000140e+01,6.356498700000000213e+01,1.045784999999999965e+00
4.183394999999999975e+00,3.139699999999999935e+00,6.372703299999999871e+01,6.379467799999999755e+01,6.353688799999999759e+01,1.043693999999999900e+00
4.182854999999999990e+00,3.137916000000000150e+00,6.368257700000000199e+01,6.368671400000000204e+01,6.339448500000000308e+01,1.044939000000000062e+00
4.183658000000000321e+00,3.136172999999999877e+00,6.363826799999999650e+01,6.380968500000000176e+01,6.336060700000000168e+01,1.047484999999999999e+00
4.182654999999999568e+00,3.133710000000000218e+00,6.359422299999999950e+01,6.387033799999999673e+01,6.341642800000000335e+01,1.048945000000000016e+00
4.177824000000000204e+00,3.133366000000000096e+00,6.355031300000000272e+01,6.386854600000000204e+01,6.341152600000000206e+01,1.044458000000000109e+00
4.171257999999999910e+00,3.133992999999999807e+00,6.350623800000000330e+01,6.381782199999999960e+01,6.326654099999999659e+01,1.037265000000000104e+00
4.164458999999999911e+00,3.132972000000000090e+00,6.346176200000000023e+01,6.318906400000000190e+01,6.283324100000000101e+01,1.031487000000000043e+00
4.167572999999999972e+00,3.125967000000000162e+00,6.341720000000000113e+01,6.335892900000000338e+01,6.292839099999999775e+01,1.041606000000000032e+00
4.172094999999999665e+00,3.117431999999999981e+00,6.337322100000000091e+01,6.409265100000000359e+01,6.370932400000000229e+01,1.054662999999999906e+00
4.161715000000000053e+00,3.122463999999999906e+00,6.332977100000000092e+01,6.389651500000000084e+01,6.341357800000000111e+01,1.039252000000000065e+00
4.147961999999999705e+00,3.129377999999999993e+00,6.328580699999999837e+01,6.257687800000000067e+01,6.212796399999999863e+01,1.018585000000000074e+00
4.156158999999999715e+00,3.117475999999999914e+00,6.324120500000000078e+01,6.384219000000000221e+01,6.339542399999999844e+01,1.038682000000000105e+00
4.150068000000000090e+00,3.117642000000000024e+00,6.319670700000000352e+01,6.366813299999999742e+01,6.316272699999999674e+01,1.032426000000000066e+00
4.140419999999999767e+00,3.120013000000000147e+00,6.315240800000000121e+01,6.285003700000000038e+01,6.244432100000000219e+01,1.020407000000000064e+00
4.143092000000000219e+00,3.113175000000000026e+00,6.310781399999999763e+01,6.306867600000000351e+01,6.260980200000000195e+01,1.029916999999999971e+00
4.147486999999999924e+00,3.104325999999999919e+00,6.306360699999999753e+01,6.375040800000000019e+01,6.337635399999999919e+01,1.043161000000000005e+00
4.138238000000000305e+00,3.108525999999999900e+00,6.301996100000000212e+01,6.359456600000000037e+01,6.311379600000000067e+01,1.029711999999999961e+00
4.125454999999999650e+00,3.114886999999999961e+00,6.297591100000000353e+01,6.250441000000000003e+01,6.202705399999999969e+01,1.010567999999999911e+00
4.129991999999999663e+00,3.106018000000000168e+00,6.293118799999999879e+01,6.320390700000000095e+01,6.278304299999999927e+01,1.023973999999999940e+00
4.129302000000000028e+00,3.102263999999999911e+00,6.288657400000000308e+01,6.319747900000000129e+01,6.272637600000000191e+01,1.027036999999999978e+00
4.126167999999999836e+00,3.100182000000000215e+00,6.284253499999999804e+01,6.307728600000000085e+01,6.266336100000000187e+01,1.025986000000000065e+00
4.123012000000000121e+00,3.099108999999999892e+00,6.279860599999999948e+01,6.304974700000000354e+01,6.262861300000000142e+01,1.023903000000000008e+00
4.120086999999999833e+00,3.098395000000000010e+00,6.275463200000000086e+01,6.297048999999999808e+01,6.245683300000000315e+01,1.021692000000000045e+00
4.118707999999999814e+00,3.095200999999999869e+00,6.271066499999999877e+01,6.288356799999999680e+01,6.247304199999999952e+01,1.023506999999999945e+00
4.118735000000000035e+00,3.092340000000000089e+00,6.266686599999999885e+01,6.285206199999999654e+01,6.243566100000000318e+01,1.026394999999999946e+00
4.119823000000000235e+00,3.089574999999999960e+00,6.262340799999999774e+01,6.293640099999999649e+01,6.242914600000000291e+01,1.030248000000000053e+00
4.120030999999999999e+00,3.086907000000000068e+00,6.258033499999999805e+01,6.295589799999999769e+01,6.249480799999999903e+01,1.033125000000000071e+00
4.118521000000000321e+00,3.086866000000000110e+00,6.253754299999999944e+01,6.292555600000000027e+01,6.246098299999999881e+01,1.031654999999999989e+00
4.117110000000000269e+00,3.088067999999999813e+00,6.249482700000000079e+01,6.273439400000000177e+01,6.218581799999999760e+01,1.029042000000000012e+00
4.120137999999999856e+00,3.085504999999999942e+00,6.245219600000000071e+01,6.275747299999999740e+01,6.223631300000000266e+01,1.034632999999999914e+00
4.124749999999999694e+00,3.083080999999999960e+00,6.240993999999999886e+01,6.272160699999999878e+01,6.219983299999999815e+01,1.041668999999999956e+00
4.131549999999999834e+00,3.080706999999999862e+00,6.236838699999999847e+01,6.283369100000000174e+01,6.227687499999999687e+01,1.050842999999999972e+00
4.138646999999999743e+00,3.079800999999999789e+00,6.232762799999999714e+01,6.309345199999999920e+01,6.244340499999999849e+01,1.058845999999999954e+00
4.140918000000000099e+00,3.083956000000000142e+00,6.228746699999999947e+01,6.286472299999999791e+01,6.225146099999999905e+01,1.056963000000000097e+00
4.147442999999999991e+00,3.087578000000000156e+00,6.224762100000000231e+01,6.263705099999999959e+01,6.187708299999999895e+01,1.059865000000000057e+00
4.161262999999999934e+00,3.085897999999999808e+00,6.220824600000000260e+01,6.255068599999999890e+01,6.189269999999999783e+01,1.075363999999999987e+00
4.182877000000000400e+00,3.081986000000000114e+00,6.217013800000000145e+01,6.361316699999999713e+01,6.274815000000000254e+01,1.100891999999999982e+00
4.189528000000000141e+00,3.092073000000000071e+00,6.213339100000000315e+01,6.252035899999999913e+01,6.170122099999999676e+01,1.097455000000000069e+00
4.212087999999999610e+00,3.092957999999999874e+00,6.209778800000000132e+01,6.242370199999999869e+01,6.174993899999999769e+01,1.119129999999999958e+00
4.247728000000000392e+00,3.090199000000000140e+00,6.206375400000000297e+01,6.418605800000000272e+01,6.298958999999999975e+01,1.157529000000000030e+00
4.258511000000000379e+00,3.106624000000000052e+00,6.203165500000000065e+01,6.250819400000000314e+01,6.151439700000000244e+01,1.151888000000000023e+00
4.292684000000000388e+00,3.109525999999999790e+00,6.200117699999999843e+01,6.237631999999999977e+01,6.160068900000000269e+01,1.183157999999999932e+00
