7.999000999999999806e+00,4.513643000000000342e-03,-3.340351999999999991e-03,-1.172318000000000101e-03,8.768509000000000015e+03,8.719278000000000247e+03,8.737221999999999753e+03
8.000000000000000000e+00,4.513643000000000342e-03,-3.340351999999999991e-03,-1.173194999999999924e-03,8.767924000000000888e+03,8.706634000000000015e+03,8.731441000000000713e+03
8.000999999999999446e+00,4.508968000000000351e-03,-3.328933999999999973e-03,-1.179340000000000076e-03,8.768245999999999185e+03,8.731041999999999462e+03,8.725708000000000538e+03
8.002000999999999920e+00,4.504043000000000109e-03,-3.323486999999999969e-03,-1.184986000000000069e-03,8.762371999999999389e+03,8.710736999999999171e+03,8.720014999999999418e+03
8.003000000000000114e+00,4.504043000000000109e-03,-3.323486999999999969e-03,-1.181542999999999960e-03,8.749129000000000815e+03,8.683715000000000146e+03,8.714352000000000771e+03
8.004001000000000587e+00,4.497161999999999861e-03,-3.313177000000000049e-03,-1.184406000000000044e-03,8.741568999999999505e+03,8.703781999999999243e+03,8.708717000000000553e+03
8.005000000000000782e+00,4.492865999999999874e-03,-3.308334000000000014e-03,-1.186030999999999934e-03,8.740122999999999593e+03,8.680135000000000218e+03,8.703110000000000582e+03
8.006000999999999479e+00,4.489602999999999997e-03,-3.303707999999999818e-03,-1.184155000000000103e-03,8.736554000000000087e+03,8.682132999999999811e+03,8.697527000000000044e+03
8.006999999999999673e+00,4.489602999999999997e-03,-3.303707999999999818e-03,-1.186736999999999992e-03,8.728235000000000582e+03,8.678442999999999302e+03,8.691972999999999956e+03
8.007999999999999119e+00,4.487994000000000358e-03,-3.299306000000000114e-03,-1.188255000000000040e-03,8.726998999999999796e+03,8.669770000000000437e+03,8.686450999999999112e+03
8.009000999999999593e+00,4.479934999999999994e-03,-3.291206000000000079e-03,-1.189640000000000055e-03,8.710659999999999854e+03,8.677960999999999331e+03,8.680954999999999927e+03
8.009999999999999787e+00,4.479934999999999994e-03,-3.291206000000000079e-03,-1.188980000000000072e-03,8.707271000000000640e+03,8.651860000000000582e+03,8.675476000000000568e+03
8.011001000000000261e+00,4.474567999999999948e-03,-3.284060000000000104e-03,-1.191056999999999923e-03,8.704189000000000306e+03,8.657810999999999694e+03,8.670015999999999622e+03
8.012000000000000455e+00,4.474567999999999948e-03,-3.284060000000000104e-03,-1.191704000000000027e-03,8.703132999999999811e+03,8.646658999999999651e+03,8.664570999999999913e+03
8.012999999999999901e+00,4.466193999999999720e-03,-3.277870999999999910e-03,-1.188140000000000073e-03,8.676947000000000116e+03,8.632424999999999272e+03,8.659129999999999200e+03
8.013999999999999346e+00,4.466193999999999720e-03,-3.277870999999999910e-03,-1.187495000000000000e-03,8.678788000000000466e+03,8.619361999999999171e+03,8.653689000000000306e+03
8.015000000000000568e+00,4.457914999999999794e-03,-3.272600999999999982e-03,-1.186524999999999906e-03,8.668460999999999331e+03,8.622129999999999200e+03,8.648247999999999593e+03
8.016000999999999266e+00,4.453659999999999911e-03,-3.270290999999999823e-03,-1.187251000000000061e-03,8.668807000000000698e+03,8.609406000000000859e+03,8.642802999999999884e+03
8.016999999999999460e+00,4.453659999999999911e-03,-3.270290999999999823e-03,-1.185908999999999965e-03,8.668777000000000044e+03,8.609442999999999302e+03,8.637349000000000160e+03
8.018000999999999934e+00,4.448821999999999846e-03,-3.268186000000000181e-03,-1.186991999999999995e-03,8.668065000000000509e+03,8.606641999999999825e+03,8.631879999999999200e+03
8.019000000000000128e+00,4.443920999999999982e-03,-3.266274000000000000e-03,-1.180637999999999913e-03,8.651228999999999360e+03,8.594521000000000640e+03,8.626390999999999622e+03
8.019999999999999574e+00,4.438586999999999914e-03,-3.262971999999999834e-03,-1.172375000000000023e-03,8.617939000000000306e+03,8.574391999999999825e+03,8.620891999999999825e+03
8.021000000000000796e+00,4.438586999999999914e-03,-3.262971999999999834e-03,-1.174963999999999913e-03,8.640813000000000102e+03,8.582463999999999942e+03,8.615399999999999636e+03
8.022000000000000242e+00,4.434551999999999591e-03,-3.260312999999999926e-03,-1.170128000000000097e-03,8.637921000000000276e+03,8.578059999999999491e+03,8.609925999999999476e+03
8.023001000000000715e+00,4.434551999999999591e-03,-3.260312999999999926e-03,-1.173128000000000061e-03,8.637593000000000757e+03,8.577377000000000407e+03,8.604448000000000320e+03
8.023999999999999133e+00,4.429408000000000130e-03,-3.259207999999999984e-03,-1.177885999999999950e-03,8.634938000000000102e+03,8.574670000000000073e+03,8.598950000000000728e+03
8.025000999999999607e+00,4.424998999999999773e-03,-3.258234000000000043e-03,-1.170023999999999977e-03,8.618629999999999200e+03,8.554472999999999956e+03,8.593426999999999680e+03
8.025999999999999801e+00,4.415925999999999706e-03,-3.256613000000000216e-03,-1.159014000000000095e-03,8.573459000000000742e+03,8.529230999999999767e+03,8.587877000000000407e+03
8.026999999999999247e+00,4.410337000000000285e-03,-3.255932000000000010e-03,-1.148944000000000050e-03,8.597031999999999243e+03,8.534165999999999258e+03,8.582298000000000684e+03
8.028000999999999721e+00,4.410337000000000285e-03,-3.255932000000000010e-03,-1.151827000000000016e-03,8.596381999999999607e+03,8.533511000000000422e+03,8.576689000000000306e+03
8.028999999999999915e+00,4.406951000000000097e-03,-3.255314000000000037e-03,-1.151991999999999903e-03,8.595108000000000175e+03,8.531430000000000291e+03,8.571051999999999680e+03
8.030001000000000388e+00,4.401663000000000103e-03,-3.254742000000000138e-03,-1.153698000000000093e-03,8.593411000000000058e+03,8.528896000000000640e+03,8.565387000000000626e+03
8.031000000000000583e+00,4.391550000000000141e-03,-3.253668999999999832e-03,-1.138008999999999939e-03,8.535638999999999214e+03,8.492078999999999724e+03,8.559688000000000102e+03
8.032000999999999280e+00,4.385894000000000424e-03,-3.253133000000000066e-03,-1.131351999999999965e-03,8.557680000000000291e+03,8.499218000000000757e+03,8.553951999999999316e+03
8.032999999999999474e+00,4.385894000000000424e-03,-3.253133000000000066e-03,-1.132353999999999913e-03,8.568763000000000829e+03,8.504063000000000102e+03,8.548171000000000276e+03
8.034000000000000696e+00,4.375071999999999815e-03,-3.251967000000000139e-03,-1.122991999999999957e-03,8.533254999999999200e+03,8.482013000000000829e+03,8.542349000000000160e+03
8.035000999999999394e+00,4.369533000000000098e-03,-3.251300999999999844e-03,-1.123363999999999960e-03,8.555484000000000378e+03,8.490518000000000029e+03,8.536489999999999782e+03
8.035999999999999588e+00,4.364045999999999897e-03,-3.250559999999999995e-03,-1.113473000000000023e-03,8.522724000000000160e+03,8.471417999999999665e+03,8.530601000000000568e+03
8.037001000000000062e+00,4.357734999999999734e-03,-3.249730000000000153e-03,-1.106140999999999939e-03,8.534242000000000189e+03,8.473438000000000102e+03,8.524672000000000480e+03
8.038000000000000256e+00,4.357734999999999734e-03,-3.249730000000000153e-03,-1.106240000000000088e-03,8.533299000000000888e+03,8.472484000000000378e+03,8.518709000000000742e+03
8.039001000000000730e+00,4.354471000000000383e-03,-3.248795000000000068e-03,-1.108150999999999928e-03,8.538769000000000233e+03,8.473738999999999578e+03,8.512728999999999360e+03
8.039999999999999147e+00,4.347506000000000113e-03,-3.246581000000000120e-03,-1.099960999999999994e-03,8.528164000000000669e+03,8.462516999999999825e+03,8.506742000000000189e+03
8.041000000000000369e+00,4.347506000000000113e-03,-3.246581000000000120e-03,-1.101030999999999928e-03,8.511102000000000771e+03,8.460043999999999869e+03,8.500736000000000786e+03
8.042001000000000843e+00,4.335343000000000183e-03,-3.243866000000000197e-03,-1.089960000000000061e-03,8.502531999999999243e+03,8.449738999999999578e+03,8.494695999999999913e+03
8.042999999999999261e+00,4.335343000000000183e-03,-3.243866000000000197e-03,-1.090615000000000074e-03,8.500808000000000902e+03,8.447958000000000538e+03,8.488622999999999593e+03
8.044000999999999735e+00,4.329872000000000234e-03,-3.242294000000000165e-03,-1.092457999999999927e-03,8.498216000000000349e+03,8.438809999999999491e+03,8.482523999999999432e+03
8.044999999999999929e+00,4.322246000000000074e-03,-3.238682000000000106e-03,-1.084717999999999924e-03,8.478012000000000626e+03,8.430543999999999869e+03,8.476411000000000058e+03
8.045999999999999375e+00,4.322246000000000074e-03,-3.238682000000000106e-03,-1.083434000000000090e-03,8.477454999999999927e+03,8.424203999999999724e+03,8.470295000000000073e+03
8.047000000000000597e+00,4.317749000000000066e-03,-3.234439999999999885e-03,-1.080971999999999923e-03,8.472117000000000189e+03,8.417818999999999505e+03,8.464186999999999898e+03
8.048000000000000043e+00,4.317749000000000066e-03,-3.234439999999999885e-03,-1.081493999999999902e-03,8.489019000000000233e+03,8.429938000000000102e+03,8.458091000000000349e+03
8.049001000000000516e+00,4.309902000000000004e-03,-3.229600999999999913e-03,-1.078696999999999989e-03,8.467801999999999680e+03,8.419356999999999971e+03,8.452004000000000815e+03
8.050000000000000711e+00,4.309902000000000004e-03,-3.229600999999999913e-03,-1.079960000000000035e-03,8.470213999999999942e+03,8.410389999999999418e+03,8.445912000000000262e+03
8.051000999999999408e+00,4.299471000000000022e-03,-3.224189000000000135e-03,-1.076088000000000001e-03,8.444318999999999505e+03,8.402699000000000524e+03,8.439806000000000495e+03
8.051999999999999602e+00,4.294603000000000136e-03,-3.221266999999999880e-03,-1.072917999999999962e-03,8.449797000000000480e+03,8.395146000000000640e+03,8.433690000000000509e+03
8.053000000000000824e+00,4.294603000000000136e-03,-3.221266999999999880e-03,-1.073856999999999893e-03,8.449954999999999927e+03,8.390185999999999694e+03,8.427566999999999098e+03
8.054000999999999522e+00,4.289664999999999798e-03,-3.218203000000000209e-03,-1.071495999999999907e-03,8.449683000000000902e+03,8.388939000000000306e+03,8.421456000000000131e+03
8.054999999999999716e+00,4.290658000000000145e-03,-3.211685000000000147e-03,-1.077466999999999921e-03,8.452704999999999927e+03,8.407815000000000509e+03,8.415380999999999403e+03
8.056001000000000190e+00,4.290658000000000145e-03,-3.211685000000000147e-03,-1.079099999999999938e-03,8.452881999999999607e+03,8.390510000000000218e+03,8.409358000000000175e+03
8.057000000000000384e+00,4.287972999999999611e-03,-3.204771999999999829e-03,-1.084476999999999924e-03,8.445033999999999651e+03,8.396015999999999622e+03,8.403376000000000204e+03
8.058001000000000857e+00,4.286212999999999655e-03,-3.201213999999999969e-03,-1.085943999999999928e-03,8.431671000000000276e+03,8.374933999999999287e+03,8.397429000000000087e+03
8.058999999999999275e+00,4.286212999999999655e-03,-3.201213999999999969e-03,-1.086804000000000025e-03,8.431022999999999229e+03,8.373734000000000378e+03,8.391513999999999214e+03
8.060000000000000497e+00,4.284195000000000191e-03,-3.197615999999999913e-03,-1.085084000000000048e-03,8.424565000000000509e+03,8.355913000000000466e+03,8.385634000000000015e+03
8.061000999999999195e+00,4.282359000000000339e-03,-3.190385000000000009e-03,-1.089710000000000028e-03,8.418477000000000771e+03,8.375673000000000684e+03,8.379791999999999462e+03
8.061999999999999389e+00,4.282359000000000339e-03,-3.190385000000000009e-03,-1.091591000000000046e-03,8.416720999999999549e+03,8.362117000000000189e+03,8.373992000000000189e+03
8.063000999999999863e+00,4.281313000000000132e-03,-3.183292999999999800e-03,-1.095788000000000100e-03,8.410164000000000669e+03,8.349408999999999651e+03,8.368236000000000786e+03
8.064000000000000057e+00,4.281313000000000132e-03,-3.183292999999999800e-03,-1.100222000000000092e-03,8.409304000000000087e+03,8.349200000000000728e+03,8.362527000000000044e+03
8.065001000000000531e+00,4.281084000000000105e-03,-3.179876999999999791e-03,-1.099142999999999908e-03,8.408815000000000509e+03,8.348394000000000233e+03,8.356868000000000393e+03
8.066000000000000725e+00,4.281219999999999644e-03,-3.176594999999999940e-03,-1.108524000000000054e-03,8.405328999999999724e+03,8.344556000000000495e+03,8.351253000000000611e+03
8.067000000000000171e+00,4.279741000000000101e-03,-3.173482000000000039e-03,-1.103589000000000089e-03,8.400939000000000306e+03,8.339976000000000568e+03,8.345674999999999272e+03
8.068001000000000644e+00,4.279558999999999620e-03,-3.167890000000000029e-03,-1.109399999999999969e-03,8.382006999999999607e+03,8.340209999999999127e+03,8.340132999999999811e+03
