4.440349000000000323e+00,5.684664399999999773e+01,8.011170199999999397e+01
4.439345000000000319e+00,5.684364500000000220e+01,8.075022900000000448e+01
4.433567000000000036e+00,5.684288500000000255e+01,8.023556499999999403e+01
4.428490000000000038e+00,5.684624699999999820e+01,7.848741099999999449e+01
4.430887000000000242e+00,5.685819399999999746e+01,8.058424399999999821e+01
4.427766000000000091e+00,5.688208399999999898e+01,8.028274500000000558e+01
4.423096000000000139e+00,5.691815600000000330e+01,8.017248499999999467e+01
4.417868999999999602e+00,5.696327600000000047e+01,7.834003400000000283e+01
4.419811000000000156e+00,5.701801199999999881e+01,8.060761300000000062e+01
4.415547000000000111e+00,5.708229399999999742e+01,8.043614999999999782e+01
4.408547999999999689e+00,5.715452400000000210e+01,7.866502400000000250e+01
4.407764000000000237e+00,5.723245399999999705e+01,8.023803700000000561e+01
4.403446999999999889e+00,5.731597699999999662e+01,8.027479599999999493e+01
4.396590999999999916e+00,5.740471999999999753e+01,7.894131500000000301e+01
4.393906000000000311e+00,5.749723900000000043e+01,7.992784100000000080e+01
4.389645999999999937e+00,5.759351699999999852e+01,8.026390100000000416e+01
4.382176000000000293e+00,5.769327100000000286e+01,7.899963400000000036e+01
4.378293000000000212e+00,5.779553299999999894e+01,7.996415700000000015e+01
4.372454000000000285e+00,5.789992600000000067e+01,8.033952299999999980e+01
4.363046999999999898e+00,5.800596500000000333e+01,7.874845899999999688e+01
4.358448000000000100e+00,5.811353299999999678e+01,7.999487299999999834e+01
4.351511000000000351e+00,5.822280099999999692e+01,7.997540300000000002e+01
4.342965000000000408e+00,5.833443100000000214e+01,8.046713300000000402e+01
4.330788000000000082e+00,5.844620100000000207e+01,7.816994499999999846e+01
4.326704000000000327e+00,5.855869100000000316e+01,8.018423500000000104e+01
4.319035999999999653e+00,5.867290500000000009e+01,8.007830800000000693e+01
4.309455999999999953e+00,5.878971299999999900e+01,8.059249099999999544e+01
4.296031000000000155e+00,5.890610900000000072e+01,7.803453100000000120e+01
4.291820999999999664e+00,5.902275399999999905e+01,8.059564199999999801e+01
4.282113999999999976e+00,5.914050100000000043e+01,8.088111899999999821e+01
4.267579999999999707e+00,5.925921900000000164e+01,7.807092299999999341e+01
4.262736000000000303e+00,5.937794900000000098e+01,8.058859300000000303e+01
4.252861000000000224e+00,5.949745800000000173e+01,8.100873599999999897e+01
4.237625999999999671e+00,5.961782000000000181e+01,7.803689599999999871e+01
4.232734999999999914e+00,5.973819999999999908e+01,8.070985400000000709e+01
4.222318999999999711e+00,5.985926599999999809e+01,8.102961700000000178e+01
4.206985000000000419e+00,5.998122500000000201e+01,7.809219400000000633e+01
4.201863999999999599e+00,6.010317100000000323e+01,8.077959400000000301e+01
4.191208999999999740e+00,6.022584200000000010e+01,8.116845700000000363e+01
