0.000000000000000000e+00,-5.000000354000000424e-03,-1.060660229999999893e-03,-1.060660229999999893e-03,6.975306124810511044e+00,6.975305522303008487e+00,4.318860646890243515e-08,1.433627526139884534e-01
1.000000000000000000e+00,-5.000000354000000424e-03,-9.855236857999999898e-04,-1.130237011000000038e-03,6.986058792946999496e+00,6.986057064873051559e+00,1.236801749904259395e-07,1.431421173223589305e-01
2.000000000000000000e+00,-4.805112723000000419e-03,-9.825623128999999394e-04,-1.125218812000000103e-03,7.086772605999496655e+00,7.085473726287882634e+00,9.164113086640446326e-05,1.411336825804009043e-01
3.000000000000000000e+00,-4.805147182000000204e-03,-1.057013519999999967e-03,-1.056168809999999923e-03,7.075240918498010956e+00,7.073985239688684423e+00,8.873753019800201258e-05,1.413628903567661910e-01
4.000000000000000000e+00,-5.000000354000000424e-03,-9.060743613999999724e-04,-1.194845651999999932e-03,6.988558799132994714e+00,6.988556440717347940e+00,1.687340490663657988e-07,1.430909242106681301e-01
5.000000000000000000e+00,-4.805071279000000355e-03,-9.037289418999999626e-04,-1.189408009000000052e-03,7.089983609080502625e+00,7.088687153289196630e+00,9.142868748285293279e-05,1.410697041911496419e-01
6.000000000000000000e+00,-5.000000354000000424e-03,-8.226463687999999901e-04,-1.254227477999999944e-03,6.979277067071998353e+00,6.979276362026380021e+00,5.050993184818608484e-08,1.432811867777302184e-01
7.000000000000000000e+00,-4.805023781999999757e-03,-8.208469953000000451e-04,-1.248492742999999985e-03,7.080006633880993050e+00,7.078756979680532524e+00,8.825233259529552399e-05,1.412675986327750766e-01
8.000000000000000000e+00,-5.000000354000000424e-03,-7.349658408000000120e-04,-1.307129045000000010e-03,6.987487595196999912e+00,6.987485948527852209e+00,1.178298441040226407e-07,1.431128459315825496e-01
9.000000000000000000e+00,-4.804969765000000059e-03,-7.336867275000000157e-04,-1.301279524000000095e-03,7.088259069213986407e+00,7.086973139643888864e+00,9.070842061081885177e-05,1.411038224803825569e-01
1.000000000000000000e+01,-5.000000354000000424e-03,-6.440374417999999860e-04,-1.354229753000000007e-03,6.988412832862508139e+00,6.988411127703511028e+00,1.219990173884077933e-07,1.430938995613112719e-01
1.100000000000000000e+01,-4.804919008000000345e-03,-6.431794609000000395e-04,-1.348261023000000029e-03,7.088929960600505176e+00,7.087648827901531945e+00,9.036150068442161398e-05,1.410903706012644476e-01
1.200000000000000000e+01,-5.000000354000000424e-03,-5.502629791999999855e-04,-1.395373255999999944e-03,6.981250199205505602e+00,6.981249634398601245e+00,4.045170193256453217e-08,1.432406878954220197e-01
1.300000000000000000e+01,-4.804864990999999780e-03,-5.497666424999999614e-04,-1.389434327999999929e-03,7.080517953414501520e+00,7.079284020706881897e+00,8.713576575458681361e-05,1.412570814932279650e-01
1.400000000000000000e+01,-5.000000354000000424e-03,-4.536438792000000147e-04,-1.429302618000000049e-03,6.986578403577000884e+00,6.986576560277002912e+00,1.319172198144258346e-07,1.431314738159955857e-01
1.500000000000000000e+01,-4.804820288000000161e-03,-4.534090112000000155e-04,-1.423354492999999920e-03,7.086812595123513248e+00,7.085536856739755862e+00,9.000791023000553892e-05,1.411324251132437535e-01
1.600000000000000000e+01,-5.000000354000000424e-03,-3.550868714000000176e-04,-1.457104925000000072e-03,6.987796682923488767e+00,6.987795418792265068e+00,9.045277654662342570e-08,1.431065078567589077e-01
1.700000000000000000e+01,-4.804782104000000081e-03,-3.550696419999999943e-04,-1.451169722999999913e-03,7.088825953470001551e+00,7.087523248683798016e+00,9.188438217799799190e-05,1.410928704894061081e-01
1.800000000000000000e+01,-5.000000354000000424e-03,-2.548122429000000124e-04,-1.477875863000000043e-03,6.988184870717501163e+00,6.988183918767378877e+00,6.811140085272171518e-08,1.430985520165373726e-01
1.900000000000000000e+01,-4.804748109999999739e-03,-2.549615746999999918e-04,-1.472028670999999929e-03,7.087798890459986900e+00,7.086551432392120375e+00,8.800038539086285638e-05,1.411122193023315596e-01
2.000000000000000000e+01,-5.000000354000000424e-03,-1.533631002999999969e-04,-1.491822884000000007e-03,6.989422967940488896e+00,6.989422019790090701e+00,6.782751610368009665e-08,1.430732036453705169e-01
2.100000000000000000e+01,-4.804727620999999643e-03,-1.536387134999999901e-04,-1.486004796000000043e-03,7.089002163053504724e+00,7.087763843679977249e+00,8.734087993239603165e-05,1.410880810762294435e-01
2.200000000000000000e+01,-5.000000354000000424e-03,-5.120173590999999805e-05,-1.498858212000000068e-03,6.984980270633505128e+00,6.984979203640995671e+00,7.637763227430482971e-08,1.431642057687998737e-01
2.300000000000000000e+01,-4.804716445999999627e-03,-5.158086423999999674e-05,-1.493097981000000071e-03,7.085849094412500548e+00,7.084561363694107605e+00,9.086636627703148505e-05,1.411518580308837312e-01
2.400000000000000000e+01,-5.000000354000000424e-03,5.120167406999999904e-05,-1.498858212000000068e-03,6.985039109215499309e+00,6.985037981756947900e+00,8.070524259995437433e-08,1.431630010620656424e-01
2.500000000000000000e+01,-4.804717842000000121e-03,5.073058491999999877e-05,-1.493116956999999924e-03,7.085879050852993188e+00,7.084586868413979666e+00,9.118010833519818448e-05,1.411513498799790989e-01
2.600000000000000000e+01,-5.000000354000000424e-03,1.533630419999999967e-04,-1.491822884000000007e-03,6.989558999525001148e+00,6.989558141363972688e+00,6.138878205774744856e-08,1.430704172961830556e-01
2.700000000000000000e+01,-4.804729483999999572e-03,1.527877465999999895e-04,-1.486101420999999924e-03,7.089139199499504329e+00,7.087887578792119392e+00,8.827734032035294831e-05,1.410856180643357827e-01
2.800000000000000000e+01,-5.000000354000000424e-03,2.548122137999999878e-04,-1.477875863000000043e-03,6.988271629446517252e+00,6.988270587092121566e+00,7.457884088069022255e-08,1.430967773125337572e-01
2.900000000000000000e+01,-4.804752766999999779e-03,2.541044087000000093e-04,-1.472166739000000096e-03,7.087924717206993463e+00,7.086669269514925595e+00,8.856243132915331273e-05,1.411098728884652709e-01
3.000000000000000000e+01,-5.000000354000000424e-03,3.550868132000000225e-04,-1.457104925000000072e-03,6.987852214567991993e+00,6.987850991300804004e+00,8.752812385992569943e-08,1.431053697690072013e-01
3.100000000000000000e+01,-4.804785362999999636e-03,3.542123594999999894e-04,-1.451393007000000013e-03,7.088750286710999937e+00,7.087448181395770597e+00,9.184307970833138768e-05,1.410943648861140987e-01
3.200000000000000000e+01,-5.000000354000000424e-03,4.536438792000000147e-04,-1.429302618000000049e-03,6.987222932103510864e+00,6.987221330148909892e+00,1.146345706137807952e-07,1.431182658671353580e-01
3.300000000000000000e+01,-4.804825876000000384e-03,4.525418335000000198e-04,-1.423625973999999988e-03,7.087284859142503279e+00,7.086003077609509759e+00,9.042824992000486617e-05,1.411231393590453576e-01
3.400000000000000000e+01,-5.000000354000000424e-03,5.502629791999999855e-04,-1.395373255999999944e-03,6.982177642951498342e+00,6.982177112040427680e+00,3.801901771183224810e-08,1.432216605156683975e-01
3.500000000000000000e+01,-4.804871976000000058e-03,5.488869501000000336e-04,-1.389757846000000017e-03,7.081315201434010831e+00,7.080070568471284354e+00,8.788148298177755890e-05,1.412413887904403198e-01
3.600000000000000000e+01,-5.000000354000000424e-03,6.440372671999999464e-04,-1.354229868999999977e-03,6.988867697856997907e+00,6.988866164379971657e+00,1.097085459700331000e-07,1.430845828894903582e-01
3.700000000000000000e+01,-4.804923665000000385e-03,6.423062295999999683e-04,-1.348685239999999983e-03,7.089425572995493141e+00,7.088132722090286997e+00,9.118164031024500460e-05,1.410807386128775376e-01
3.800000000000000000e+01,-5.000000354000000424e-03,7.349657244000000218e-04,-1.307129160999999980e-03,6.987632114672504002e+00,6.987630435620046043e+00,1.201445947729418151e-07,1.431098867082579440e-01
3.900000000000000000e+01,-4.804974887999999972e-03,7.328032516000000272e-04,-1.301765208999999899e-03,7.088443984004501708e+00,7.087153059473087602e+00,9.105838561518364571e-05,1.411002403118972737e-01
4.000000000000000000e+01,-5.000000354000000424e-03,8.226461940999999726e-04,-1.254227593999999914e-03,6.979175785661004383e+00,6.979175227378452639e+00,3.999630965312306330e-08,1.432832630534975338e-01
4.100000000000000000e+01,-4.805026109999999996e-03,8.199826116000000524e-04,-1.249090303000000100e-03,7.079376120831991415e+00,7.078127840598175347e+00,8.816315255116835559e-05,1.412801551971026304e-01
4.200000000000000000e+01,-5.000000354000000424e-03,9.060743613999999724e-04,-1.194845651999999932e-03,6.988545360444519794e+00,6.988543781125670762e+00,1.129933890342549319e-07,1.430911834167118146e-01
4.300000000000000000e+01,-4.805073142000000283e-03,9.028608911000000079e-04,-1.190076582000000041e-03,7.089622487066996825e+00,7.088335278709769760e+00,9.078116356514565055e-05,1.410767070828267411e-01
4.400000000000000000e+01,-5.000000354000000424e-03,9.855236857999999898e-04,-1.130237011000000038e-03,6.986252236237493918e+00,6.986250601517185466e+00,1.169955115565279868e-07,1.431381519271008040e-01
4.500000000000000000e+01,-4.805114119999999607e-03,9.816932725000000574e-04,-1.125962472999999945e-03,7.087222914216499525e+00,7.085934883530296879e+00,9.086991490131479665e-05,1.411244975089322728e-01
4.600000000000000000e+01,-5.000000354000000424e-03,1.060660229999999893e-03,-1.060660229999999893e-03,6.975287723543491580e+00,6.975287195905307769e+00,3.782196555945915861e-08,1.433631292755877251e-01
4.700000000000000000e+01,-4.805147182000000204e-03,1.056168809999999923e-03,-1.057013519999999967e-03,7.075339195114997537e+00,7.074085268124369108e+00,8.861250012537347232e-05,1.413608914681466489e-01
4.800000000000000000e+01,-4.610185045999999967e-03,-9.795885999000001048e-04,-1.120209694000000094e-03,7.656737217223003711e+00,7.656565104491992457e+00,1.123929985635818696e-05,1.306067389659935907e-01
4.900000000000000000e+01,-4.610294475999999857e-03,-1.053366810000000041e-03,-1.051677390999999949e-03,7.643796730861501132e+00,7.643619439258547033e+00,1.159709037251710484e-05,1.308279419095213503e-01
5.000000000000000000e+01,-4.610068630000000237e-03,-9.013608214000000222e-04,-1.183985033999999893e-03,7.661307020143500068e+00,7.661132926220839856e+00,1.136189440015256125e-05,1.305288668932631790e-01
5.100000000000000000e+01,-4.609946162000000403e-03,-8.190170628999999961e-04,-1.242775470000000073e-03,7.650456121486489458e+00,7.650282589359712837e+00,1.134129286023410899e-05,1.307139949796300993e-01
5.200000000000000000e+01,-4.609812050999999820e-03,-7.323701284000000335e-04,-1.295446184999999922e-03,7.658814301630992638e+00,7.658642866948695449e+00,1.119198583132696712e-05,1.305713058241908253e-01
5.300000000000000000e+01,-4.609691445000000352e-03,-6.422815495000000529e-04,-1.342307077999999954e-03,7.659724372391996106e+00,7.659553836137837912e+00,1.113200983920981102e-05,1.305557766642662654e-01
5.400000000000000000e+01,-4.609570839000000017e-03,-5.492046474999999831e-04,-1.383439986999999939e-03,7.649979378944494535e+00,7.649803480310449544e+00,1.149667373806506632e-05,1.307221816288310356e-01
5.500000000000000000e+01,-4.609465598999999865e-03,-4.531376470999999898e-04,-1.417412423000000100e-03,7.657215113134998141e+00,7.657041543532671746e+00,1.133372902301088558e-05,1.305986123090785989e-01
5.600000000000000000e+01,-4.609380849000000238e-03,-3.550219407999999854e-04,-1.445236732000000027e-03,7.659946756483005714e+00,7.659777944856070775e+00,1.101911229289820326e-05,1.305519568815322329e-01
5.700000000000000000e+01,-4.609305876999999704e-03,-2.550884091999999965e-04,-1.466179382999999951e-03,7.657038494139508877e+00,7.656865867374232693e+00,1.127242375809078823e-05,1.306016087129634184e-01
5.800000000000000000e+01,-4.609261639000000396e-03,-1.539018558000000009e-04,-1.480182399999999945e-03,7.658223734271500938e+00,7.658047500385888995e+00,1.150618548939608132e-05,1.305814569480794052e-01
5.900000000000000000e+01,-4.609236027999999950e-03,-5.195843550999999734e-05,-1.487331930999999906e-03,7.656562567199985736e+00,7.656389364373327844e+00,1.131074324395298092e-05,1.306097368338617060e-01
6.000000000000000000e+01,-4.609239287999999934e-03,5.024977872000000199e-05,-1.487370230999999956e-03,7.656576764022003267e+00,7.656404964350892683e+00,1.121909153434241802e-05,1.306094707156521262e-01
6.100000000000000000e+01,-4.609265365000000253e-03,1.521920785000000073e-04,-1.480376581000000108e-03,7.658339519103997795e+00,7.658166944736402471e+00,1.126708780441187940e-05,1.305794202705104212e-01
